City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Barcelona,1992,Gymnastics,Artistic G.,"PASCA, Mirela Ana",ROU,Women,Artistic team competition,W,Silver
Barcelona,1992,Gymnastics,Artistic G.,"MILLER, Shannon",USA,Women,uneven bars,W,Bronze
Barcelona,1992,Gymnastics,Artistic G.,"LU, Li",CHN,Women,uneven bars,W,Gold
Barcelona,1992,Gymnastics,Artistic G.,"GOUTSOU, Tatiana",EUN,Women,uneven bars,W,Silver
Barcelona,1992,Gymnastics,Artistic G.,"YOO, Ok Ryul",KOR,Men,vault,M,Bronze
Barcelona,1992,Gymnastics,Artistic G.,"SCHERBO, Vitaly",EUN,Men,vault,M,Gold
Barcelona,1992,Gymnastics,Artistic G.,"MISUTIN, Grigori",EUN,Men,vault,M,Silver
Barcelona,1992,Gymnastics,Artistic G.,"LYSSENKO, Tatiana",EUN,Women,vault,W,Bronze
Barcelona,1992,Gymnastics,Artistic G.,"MILOSOVICI, Lavinia Corina",ROU,Women,vault,W,Gold
Barcelona,1992,Gymnastics,Artistic G.,"ONODI, Henrietta",HUN,Women,vault,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,"GOGEAN, Gina Elena",ROU,Women,balance beam,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"MILLER, Shannon",USA,Women,balance beam,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,"PODKOPAYEVA, Lilia",UKR,Women,balance beam,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,"NEMOV, Alexei",RUS,Men,floor exercises,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"MELISSANIDIS, Ioannis",GRE,Men,floor exercises,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,"LI, Xiaosahuang",CHN,Men,floor exercises,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,"DAWES, Dominique",USA,Women,floor exercises,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"PODKOPAYEVA, Lilia",UKR,Women,floor exercises,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,"AMANAR, Simona",ROU,Women,floor exercises,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,"FAN, Bin",CHN,Men,horizontal bar,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"NEMOV, Alexei",RUS,Men,horizontal bar,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"SCHERBO, Vitaly",BLR,Men,horizontal bar,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"WECKER, Andreas",GER,Men,horizontal bar,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,"DOUNEV, Krassimir Nikolaev",BUL,Men,horizontal bar,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,"SCHERBO, Vitaly",BLR,Men,Artistic individual all-round,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"LI, Xiaosahuang",CHN,Men,Artistic individual all-round,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,"NEMOV, Alexei",RUS,Men,Artistic individual all-round,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,"AMANAR, Simona",ROU,Women,Artistic individual all-round,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"MILOSOVICI, Lavinia Corina",ROU,Women,Artistic individual all-round,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"PODKOPAYEVA, Lilia",UKR,Women,Artistic individual all-round,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,"GOGEAN, Gina Elena",ROU,Women,Artistic individual all-round,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,"SCHERBO, Vitaly",BLR,Men,parallel bars,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"SHARIPOV, Roustam",UKR,Men,parallel bars,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,"LYNCH, Jair",USA,Men,parallel bars,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,"NEMOV, Alexei",RUS,Men,pommel horse,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"LI, Donghua",SUI,Men,pommel horse,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,"URZICA, Marius Daniel",ROU,Men,pommel horse,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,"CHECHI, Juri",ITA,Men,rings,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,"BURINCA, Dan",ROU,Men,rings,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,"CSOLLANY, Szilveszter",HUN,Men,rings,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,"KOROBCHINSKI, Igor",UKR,Men,Artistic team competition,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"KOSIAK, Oleg",UKR,Men,Artistic team competition,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"MISUTIN, Grigori",UKR,Men,Artistic team competition,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"SHAMENKO, Vladimir",UKR,Men,Artistic team competition,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"SHARIPOV, Roustam",UKR,Men,Artistic team competition,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"SVETLICHNYI, Alexandre",UKR,Men,Artistic team competition,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"YERMAKOV, Yuri",UKR,Men,Artistic team competition,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"CHARKOV, Sergei",RUS,Men,Artistic team competition,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,"KRUKOV, Nikolay",RUS,Men,Artistic team competition,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,"NEMOV, Alexei",RUS,Men,Artistic team competition,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,"PODGORNYI, Evgueni",RUS,Men,Artistic team competition,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,"TRUSH, Dmitriy",RUS,Men,Artistic team competition,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,"VASILENKO, Dmitri",RUS,Men,Artistic team competition,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,"VOROPAEV, Aleksei",RUS,Men,Artistic team competition,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,"FAN, Bin",CHN,Men,Artistic team competition,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,"FAN, Hongbin",CHN,Men,Artistic team competition,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,"HUANG, Huadong",CHN,Men,Artistic team competition,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,"HUANG, Liping",CHN,Men,Artistic team competition,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,"LI, Xiaosahuang",CHN,Men,Artistic team competition,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,"SHEN, Jian",CHN,Men,Artistic team competition,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,"ZHANG, Jinjing",CHN,Men,Artistic team competition,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,"AMANAR, Simona",ROU,Women,Artistic team competition,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"GOGEAN, Gina Elena",ROU,Women,Artistic team competition,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"LOAIES, Ionela",ROU,Women,Artistic team competition,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"MARINESCU, Alexandra",ROU,Women,Artistic team competition,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"MILOSOVICI, Lavinia Corina",ROU,Women,Artistic team competition,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"TUGURLAN, Mirela",ROU,Women,Artistic team competition,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"BORDEN, Amanda",USA,Women,Artistic team competition,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,"CHOW, Amy",USA,Women,Artistic team competition,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,"DAWES, Dominique",USA,Women,Artistic team competition,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,"MILLER, Shannon",USA,Women,Artistic team competition,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,"MOCEANU, Dominique",USA,Women,Artistic team competition,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,"PHELPS, Jaycie",USA,Women,Artistic team competition,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,"STRUG, Kerri",USA,Women,Artistic team competition,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,"DOLGOPOLOVA, Elena",RUS,Women,Artistic team competition,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,"GALIYEVA, Rozalia",RUS,Women,Artistic team competition,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,"GROSHEVA, Elena",RUS,Women,Artistic team competition,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,"KHORKINA, Svetlana",RUS,Women,Artistic team competition,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,"KOCHETKOVA, Dina",RUS,Women,Artistic team competition,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,"KUZNETSOVA, Eugenia",RUS,Women,Artistic team competition,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,"LIAPINA, Oksana",RUS,Women,Artistic team competition,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,"KHORKINA, Svetlana",RUS,Women,uneven bars,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,"BI, Wenjiing",CHN,Women,uneven bars,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,"CHOW, Amy",USA,Women,uneven bars,W,Silver
Atlanta,1996,Gymnastics,Artistic G.,"SCHERBO, Vitaly",BLR,Men,vault,M,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"NEMOV, Alexei",RUS,Men,vault,M,Gold
Atlanta,1996,Gymnastics,Artistic G.,"YEO, Hong-Chul",KOR,Men,vault,M,Silver
Atlanta,1996,Gymnastics,Artistic G.,"GOGEAN, Gina Elena",ROU,Women,vault,W,Bronze
Atlanta,1996,Gymnastics,Artistic G.,"AMANAR, Simona",ROU,Women,vault,W,Gold
Atlanta,1996,Gymnastics,Artistic G.,"MO, Huilan",CHN,Women,vault,W,Silver
Sydney,2000,Gymnastics,Artistic G.,"PRODOUNOVA, Elena",RUS,Women,balance beam,W,Bronze
Sydney,2000,Gymnastics,Artistic G.,"LIU, Xuan",CHN,Women,balance beam,W,Gold
Sydney,2000,Gymnastics,Artistic G.,"LOBAZNIOUK, Ekaterina",RUS,Women,balance beam,W,Silver
Sydney,2000,Gymnastics,Artistic G.,"IOVTCHEV, Iordan",BUL,Men,floor exercises,M,Bronze
Sydney,2000,Gymnastics,Artistic G.,"VIHROVS, Igors",LAT,Men,floor exercises,M,Gold
